trip_id,origin_block_group,origin_tract,origin_county,origin_st_2020,destination_block_group,destination_tract,destination_county,destination_st_2020,mode,trip_purpose,previous_trip_purpose,start_time,end_time,duration_min,distance_mi,vehicle_type,vehicle_fuel_type,transit_submode,transit_agency,transit_route,origin_land_use,origin_building_use,destination_land_use,destination_building_use,user_id,trip_taker_household_id,user_age,trip_taker_sex,trip_taker_race_ethnicity,user_employment,trip_taker_wfh,user_income,trip_taker_commute_mode,trip_taker_household_size,trip_taker_household_income,trip_taker_available_vehicles,trip_taker_resident_type,trip_taker_industry,trip_taker_building_type,trip_taker_school_grade_attending,trip_taker_education,trip_taker_tenure,trip_taker_language,trip_taker_home_bgrp_2020,user_home_tract,trip_taker_home_cty_2020,trip_taker_home_st_2020,trip_taker_work_bgrp_2020,user_work_tract,trip_taker_work_cty_2020,trip_taker_work_st_2020,FM_duration_min,FM_fare_USD,depart_hour,origin_vertiport_id,origin_vertiport_tract,arrival_time_at_dest_vertiport,last_hour,LM_duration_min,dest_vertiport_id,dest_vertiport_tract,LM_fare_USD,MM_duration_min,RAM_IVTT_min,RAM_OVTT_min,RAM_Fare_USD,Driving_IVTT_min,Driving_OVTT_min,Driving_Fare_USD,Income_low,Income_mid,Income_high
9455852592990530615,"1 (Tract 12.05, Champaign, IL)","12.05 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,private_auto,region_departure,social,1900-01-01 19:42:00,1900-01-01 22:07:02,145,134.5,unknown_vehicle_type,unknown_fuel_type,,,,single_family,single_family,transportation_utilities,transportation_utilities,571988334584421103,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),12.333333333333334,18.943661971830984,19,UIUC1,"3.01 (Champaign, IL)",1900-01-01 21:14:19.999999998,21,4.333333333333333,Chicago3_mdw,"9801 (Cook, IL)",8.332830188679244,70,86.66666666666666,10,127.27649216051022,145,3.0,80.7,0,1,0
2882592854735918676,"3 (Tract 8, Champaign, IL)","8 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,auto_passenger,region_departure,shop,1900-01-01 16:50:00,1900-01-01 18:58:25,128,130.3,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,transportation_utilities,transportation_utilities,18091453185411648485,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),7.610169491525424,12.408497334850573,16,UIUC1,"3.01 (Champaign, IL)",1900-01-01 18:17:36.610169490,18,4.653846153846154,Chicago3_mdw,"9801 (Cook, IL)",8.46744557329463,70,82.26401564537159,10,120.8759429081452,128,3.0,78.18,0,1,0
3642638150506538183,"5 (Tract 10, Champaign, IL)","10 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,private_auto,region_departure,shop,1900-01-01 20:59:00,1900-01-01 23:10:24,131,126.3,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,retail,transportation_utilities,transportation_utilities,13484592828092594289,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),6.375,11.142881165919281,20,UIUC1,"3.01 (Champaign, IL)",1900-01-01 22:25:22.500000000,22,3.333333333333333,Chicago3_mdw,"9801 (Cook, IL)",7.912830188679245,70,79.70833333333333,10,119.05571135459853,131,3.0,75.78,0,1,0
4372136427931378485,"2 (Tract 11, Champaign, IL)","11 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,auto_passenger,region_departure,social,1900-01-01 22:02:00,1900-01-01 00:14:08,132,132.8,unknown_vehicle_type,unknown_fuel_type,,,,single_family,single_family,transportation_utilities,transportation_utilities,8077471583376097872,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),3.0,8.713246753246754,22,UIUC1,"3.01 (Champaign, IL)",1900-01-01 23:25:00.000000000,23,3.0,Chicago3_mdw,"9801 (Cook, IL)",7.7728301886792455,70,76.0,10,116.486076941926,132,3.0,79.68,0,1,0
5682433038599576722,"3 (Tract 55, Champaign, IL)","55 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,auto_passenger,region_departure,maintenance,1900-01-01 16:00:00,1900-01-01 18:17:53,137,134.6,unknown_vehicle_type,unknown_fuel_type,,,,single_family,single_family,transportation_utilities,transportation_utilities,10499930404328055732,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),5.4375,10.30332894736842,16,UIUC1,"3.01 (Champaign, IL)",1900-01-01 17:25:26.250000000,17,5.551724137931035,Chicago3_mdw,"9801 (Cook, IL)",8.844554326610279,70,80.98922413793103,10,119.14788327397869,137,3.0,80.75999999999999,0,1,0
13450898605099195571,"3 (Tract 5, Champaign, IL)","5 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,auto_passenger,region_departure,lodging,1900-01-01 18:44:00,1900-01-01 20:55:08,131,132.4,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,transportation_utilities,transportation_utilities,2431652145744544944,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),2.333333333333333,6.769508196721312,18,UIUC1,"3.01 (Champaign, IL)",1900-01-01 20:06:19.999999998,20,5.92,Chicago3_mdw,"9801 (Cook, IL)",8.999230188679245,70,78.25333333333333,10,115.76873838540057,131,3.0,79.44,0,1,0
14016154175362130976,"2 (Tract 9.01, Champaign, IL)","9.01 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,auto_passenger,region_departure,maintenance,1900-01-01 22:16:00,1900-01-01 00:27:20,131,131.4,unknown_vehicle_type,unknown_fuel_type,,,,non_retail_attraction,non_retail_attraction,transportation_utilities,transportation_utilities,5113611303712085855,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),6.0,11.338571428571429,22,UIUC1,"3.01 (Champaign, IL)",1900-01-01 23:42:00.000000000,23,3.0,Chicago3_mdw,"9801 (Cook, IL)",7.7728301886792455,70,79.0,10,119.11140161725068,131,3.0,78.84,0,1,0
1355572777888873069,"1 (Tract 8, Champaign, IL)","8 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,auto_passenger,region_departure,maintenance,1900-01-01 20:35:00,1900-01-01 22:42:31,127,130.5,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,transportation_utilities,transportation_utilities,13592460086508274434,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),6.67741935483871,12.016742277442152,20,UIUC1,"3.01 (Champaign, IL)",1900-01-01 22:01:40.645161288,22,3.333333333333333,Chicago3_mdw,"9801 (Cook, IL)",7.912830188679245,70,80.01075268817203,10,119.9295724661214,127,3.0,78.3,0,1,0
8604459799150117917,"3 (Tract 111, Champaign, IL)","111 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,auto_passenger,region_departure,maintenance,1900-01-01 16:06:00,1900-01-01 18:18:58,132,132.3,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,healthcare,transportation_utilities,transportation_utilities,8244232107957930236,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),2.702702702702702,6.991213566507684,16,UIUC1,"3.01 (Champaign, IL)",1900-01-01 17:28:42.162162162,17,5.551724137931035,Chicago3_mdw,"9801 (Cook, IL)",8.844554326610279,70,78.25442684063374,10,115.83576789311796,132,3.0,79.38000000000001,0,1,0
7800224753683246572,"3 (Tract 8, Champaign, IL)","8 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,auto_passenger,region_departure,shop,1900-01-01 14:45:00,1900-01-01 16:55:18,130,130.3,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,transportation_utilities,transportation_utilities,6806154867149979963,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),6.981132075471698,12.144301620108008,14,UIUC1,"3.01 (Champaign, IL)",1900-01-01 16:11:58.867924530,16,4.228070175438597,Chicago3_mdw,"9801 (Cook, IL)",8.288619662363455,70,81.2092022509103,10,120.43292128247147,130,3.0,78.18,0,1,0
17281029102805544860,"1 (Tract 8, Champaign, IL)","8 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,private_auto,region_departure,maintenance,1900-01-01 22:18:00,1900-01-01 00:24:03,126,129.8,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,transportation_utilities,transportation_utilities,4055265254620921668,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),6.266666666666667,11.844226148409895,22,UIUC1,"3.01 (Champaign, IL)",1900-01-01 23:44:16.000000002,23,3.0,Chicago3_mdw,"9801 (Cook, IL)",7.7728301886792455,70,79.26666666666667,10,119.61705633708914,126,3.0,77.88000000000001,0,1,0
15955489795514310146,"1 (Tract 8, Champaign, IL)","8 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,auto_passenger,region_departure,maintenance,1900-01-01 18:51:00,1900-01-01 20:58:25,127,130.4,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,transportation_utilities,transportation_utilities,13190480775999025746,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),7.183098591549296,12.229127556860599,18,UIUC1,"3.01 (Champaign, IL)",1900-01-01 20:18:10.985915490,20,5.92,Chicago3_mdw,"9801 (Cook, IL)",8.999230188679245,70,83.1030985915493,10,121.22835774553985,127,3.0,78.24,0,1,0
18331913770952482588,"3 (Tract 8, Champaign, IL)","8 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,auto_passenger,region_departure,shop,1900-01-01 16:16:00,1900-01-01 18:23:15,127,130.1,unknown_vehicle_type,unknown_fuel_type,,,,office,office,transportation_utilities,transportation_utilities,13476339475354513569,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),7.610169491525424,12.408497334850573,16,UIUC1,"3.01 (Champaign, IL)",1900-01-01 17:43:36.610169490,17,5.551724137931035,Chicago3_mdw,"9801 (Cook, IL)",8.844554326610279,70,83.16189362945646,10,121.25305166146086,127,3.0,78.05999999999999,0,1,0
5010379150737442191,"1 (Tract 8, Champaign, IL)","8 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,auto_passenger,region_departure,maintenance,1900-01-01 10:20:00,1900-01-01 12:29:45,129,130.2,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,transportation_utilities,transportation_utilities,18228691227891389319,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),7.333333333333333,12.292226148409894,10,UIUC1,"3.01 (Champaign, IL)",1900-01-01 11:47:19.999999998,11,4.945945945945946,Chicago3_mdw,"9801 (Cook, IL)",8.590127485976542,70,82.27927927927928,10,120.88235363438643,129,3.0,78.11999999999999,0,1,0
5674494882443062681,"1 (Tract 109.02, Champaign, IL)","109.02 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,auto_passenger,region_departure,social,1900-01-01 20:40:00,1900-01-01 22:58:09,138,139.8,unknown_vehicle_type,unknown_fuel_type,,,,single_family,single_family,transportation_utilities,transportation_utilities,4342703094427234768,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),9.75,16.528333333333332,20,UIUC1,"3.01 (Champaign, IL)",1900-01-01 22:09:45.000000000,22,3.333333333333333,Chicago3_mdw,"9801 (Cook, IL)",7.912830188679245,70,83.08333333333333,10,124.44116352201259,138,3.0,83.88000000000001,0,1,0
8558389510446082828,"5 (Tract 10, Champaign, IL)","10 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,private_auto,region_departure,eat,1900-01-01 20:30:00,1900-01-01 22:41:03,131,127.7,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,transportation_utilities,transportation_utilities,16421377756017089402,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),6.375,11.142881165919281,20,UIUC1,"3.01 (Champaign, IL)",1900-01-01 21:56:22.500000000,21,4.333333333333333,Chicago3_mdw,"9801 (Cook, IL)",8.332830188679244,70,80.70833333333333,10,119.47571135459852,131,3.0,76.62,0,1,0
11281618018239550774,"5 (Tract 56.01, Champaign, IL)","56.01 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,auto_passenger,region_departure,lodging,1900-01-01 15:47:00,1900-01-01 18:07:21,140,135.0,unknown_vehicle_type,unknown_fuel_type,,,,civic_institutional,civic_institutional,transportation_utilities,transportation_utilities,12742617840177548563,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),5.6923076923076925,10.712798216276477,15,UIUC1,"3.01 (Champaign, IL)",1900-01-01 17:12:41.538461538,17,5.551724137931035,Chicago3_mdw,"9801 (Cook, IL)",8.844554326610279,70,81.24403183023873,10,119.55735254288676,140,3.0,81.0,0,1,0
16081642769064476866,"1 (Tract 111, Champaign, IL)","111 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,auto_passenger,region_departure,maintenance,1900-01-01 21:50:00,1900-01-01 00:01:34,131,132.3,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,healthcare,transportation_utilities,transportation_utilities,4488788444924019541,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),4.125,7.588578431372549,21,UIUC1,"3.01 (Champaign, IL)",1900-01-01 23:14:07.500000000,23,3.0,Chicago3_mdw,"9801 (Cook, IL)",7.7728301886792455,70,77.125,10,115.3614086200518,131,3.0,79.38000000000001,0,1,0
5264881522510833314,"3 (Tract 8, Champaign, IL)","8 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,private_auto,region_departure,shop,1900-01-01 20:08:00,1900-01-01 22:23:51,135,126.7,unknown_vehicle_type,unknown_fuel_type,,,,office,office,transportation_utilities,transportation_utilities,1695601700399446508,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),6.67741935483871,12.016742277442152,20,UIUC1,"3.01 (Champaign, IL)",1900-01-01 21:34:40.645161288,21,4.333333333333333,Chicago3_mdw,"9801 (Cook, IL)",8.332830188679244,70,81.01075268817203,10,120.34957246612139,135,3.0,76.02,0,1,0
