trip_id,origin_block_group,origin_tract,origin_county,origin_st_2020,destination_block_group,destination_tract,destination_county,destination_st_2020,mode,trip_purpose,previous_trip_purpose,start_time,end_time,duration_min,distance_mi,vehicle_type,vehicle_fuel_type,transit_submode,transit_agency,transit_route,origin_land_use,origin_building_use,destination_land_use,destination_building_use,user_id,trip_taker_household_id,user_age,trip_taker_sex,trip_taker_race_ethnicity,user_employment,trip_taker_wfh,user_income,trip_taker_commute_mode,trip_taker_household_size,trip_taker_household_income,trip_taker_available_vehicles,trip_taker_resident_type,trip_taker_industry,trip_taker_building_type,trip_taker_school_grade_attending,trip_taker_education,trip_taker_tenure,trip_taker_language,trip_taker_home_bgrp_2020,user_home_tract,trip_taker_home_cty_2020,trip_taker_home_st_2020,trip_taker_work_bgrp_2020,user_work_tract,trip_taker_work_cty_2020,trip_taker_work_st_2020,FM_duration_min,FM_fare_USD,depart_hour,origin_vertiport_id,origin_vertiport_tract,arrival_time_at_dest_vertiport,last_hour,LM_duration_min,dest_vertiport_id,dest_vertiport_tract,LM_fare_USD,MM_duration_min,RAM_IVTT_min,RAM_OVTT_min,RAM_Fare_USD,Driving_IVTT_min,Driving_OVTT_min,Driving_Fare_USD,Income_low,Income_mid,Income_high
14696816280916671438,"1 (Tract 9800, Cook, IL)","9800 (Cook, IL)","Cook County, IL",Illinois,"2 (Tract 53, Champaign, IL)","53 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,home,social,1900-01-01 19:31:17,1900-01-01 21:54:46,143,149.2,unknown_vehicle_type,other_non_bev,,,,retail,retail,single_family,single_family,1342002026353225745,17932068765107387196,23.0,male,black_not_hispanic_or_latino,employed,employed_not_working,6511.0,private_auto,3.0,29411.0,two,core,naics721110,single_family,not_attending_school,some_college,renter,english,"2 (Tract 53, Champaign, IL)","53 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 53, Champaign, IL)","53 (Champaign, IL)","Champaign County, IL",Illinois,22.59433962264151,16.844725484428338,19,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 21:13:52.660377356,21,4.529411764705882,UIUC1,"3.01 (Champaign, IL)",8.580242388412652,70,97.1237513873474,10,125.424967872841,143,3.0,89.52,1,0,0
11908562900323063036,"1 (Tract 9800, Cook, IL)","9800 (Cook, IL)","Cook County, IL",Illinois,"2 (Tract 53, Champaign, IL)","53 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,home,other_activity_type,1900-01-01 14:01:13,1900-01-01 16:32:19,151,148.7,unknown_vehicle_type,unknown_fuel_type,,,,transportation_utilities,transportation_utilities,single_family,single_family,10416420448503987369,1575792055501241804,25.0,female,black_not_hispanic_or_latino,employed,employed_not_working,22791.0,private_auto,3.0,22791.0,zero,core,naics722515,single_family,not_attending_school,k_12,renter,english,"2 (Tract 53, Champaign, IL)","53 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 53, Champaign, IL)","53 (Champaign, IL)","Champaign County, IL",Illinois,21.21005917159763,16.263327694989908,14,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 15:42:25.603550296,15,3.692307692307693,UIUC1,"3.01 (Champaign, IL)",8.228658678005411,70,94.90236686390533,10,124.49198637299533,151,3.0,89.21999999999998,1,0,0
4726858723165997079,"1 (Tract 9800, Cook, IL)","9800 (Cook, IL)","Cook County, IL",Illinois,"2 (Tract 53, Champaign, IL)","53 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,home,other_activity_type,1900-01-01 19:07:37,1900-01-01 21:30:48,143,148.7,unknown_vehicle_type,unknown_fuel_type,,,,transportation_utilities,transportation_utilities,single_family,single_family,10416420448503987369,1575792055501241804,25.0,female,black_not_hispanic_or_latino,employed,employed_not_working,22791.0,private_auto,3.0,22791.0,zero,core,naics722515,single_family,not_attending_school,k_12,renter,english,"2 (Tract 53, Champaign, IL)","53 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 53, Champaign, IL)","53 (Champaign, IL)","Champaign County, IL",Illinois,22.59433962264151,16.844725484428338,19,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 20:50:12.660377356,20,3.583333333333333,UIUC1,"3.01 (Champaign, IL)",8.18288944723618,70,96.17767295597484,10,125.02761493166452,143,3.0,89.21999999999998,1,0,0
11489683473842667175,"1 (Tract 1506, Cook, IL)","1506 (Cook, IL)","Cook County, IL",Illinois,"3 (Tract 3.01, Champaign, IL)","3.01 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,home,shop,1900-01-01 15:55:48,1900-01-01 18:49:32,173,142.8,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,retail,multi_family,multi_family,7686320327049052482,2951035901547166534,21.0,male,white_not_hispanic_or_latino,employed,employed_not_working,6955.0,worked_from_home,2.0,25722.0,one,core,naics61,multiple_units,undergraduate,some_college,renter,spanish,"3 (Tract 3.01, Champaign, IL)","3.01 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 3.01, Champaign, IL)","3.01 (Champaign, IL)","Champaign County, IL",Illinois,17.0,26.235555555555553,15,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 17:32:48.000000000,17,0.8970588235294118,UIUC1,"3.01 (Champaign, IL)",4.953946986201888,70,87.8970588235294,10,131.18950254175743,173,3.0,85.68,1,0,0
708604710904137709,"1 (Tract 1504.02, Cook, IL)","1504.02 (Cook, IL)","Cook County, IL",Illinois,"3 (Tract 3.01, Champaign, IL)","3.01 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,home,shop,1900-01-01 21:25:40,1900-01-01 23:51:01,145,145.5,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,multi_family,multi_family,8246278716087118148,224673576637371471,28.0,female,two_races_not_hispanic_or_latino,employed,employed_not_working,23183.0,worked_from_home,2.0,46367.0,zero,core,naics61,multiple_units,graduate,advanced_degree,renter,indo_european,"3 (Tract 3.01, Champaign, IL)","3.01 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 3.01, Champaign, IL)","3.01 (Champaign, IL)","Champaign County, IL",Illinois,14.5,24.76194805194805,21,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 23:00:10.000000000,23,1.0714285714285714,UIUC1,"3.01 (Champaign, IL)",5.027182280319535,70,85.57142857142857,10,129.78913033226758,145,3.0,87.3,1,0,0
17978582798451922356,"6 (Tract 1503, Cook, IL)","1503 (Cook, IL)","Cook County, IL",Illinois,"3 (Tract 3.01, Champaign, IL)","3.01 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,home,shop,1900-01-01 16:12:44,1900-01-01 19:12:01,179,148.6,unknown_vehicle_type,other_non_bev,,,,retail,retail,multi_family,multi_family,9043814054305699281,11007376788278011451,20.0,female,asian_not_hispanic_or_latino,employed,employed_not_working,6511.0,worked_from_home,3.0,24962.0,zero,core,naics61,multiple_units,undergraduate,high_school,renter,asian_pacific,"3 (Tract 3.01, Champaign, IL)","3.01 (Champaign, IL)","Champaign County, IL",Illinois,"3 (Tract 3.01, Champaign, IL)","3.01 (Champaign, IL)","Champaign County, IL",Illinois,15.0,25.20333333333333,16,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 17:47:44.000000000,17,0.8970588235294118,UIUC1,"3.01 (Champaign, IL)",4.953946986201888,70,85.8970588235294,10,130.15728031953523,179,3.0,89.16,1,0,0
16660889147614160910,"6 (Tract 1503, Cook, IL)","1503 (Cook, IL)","Cook County, IL",Illinois,"3 (Tract 3.01, Champaign, IL)","3.01 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,home,shop,1900-01-01 16:09:46,1900-01-01 18:43:39,153,147.3,unknown_vehicle_type,other_non_bev,,,,retail,retail,multi_family,multi_family,8316777614291492716,9160252152576612902,22.0,female,white_not_hispanic_or_latino,employed,employed_not_working,29678.0,worked_from_home,1.0,29678.0,one,core,naics61,multiple_units,graduate,bachelors_degree,renter,english,"3 (Tract 3.01, Champaign, IL)","3.01 (Champaign, IL)","Champaign County, IL",Illinois,"2 (Tract 3.01, Champaign, IL)","3.01 (Champaign, IL)","Champaign County, IL",Illinois,15.0,25.20333333333333,16,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 17:44:46.000000000,17,0.8970588235294118,UIUC1,"3.01 (Champaign, IL)",4.953946986201888,70,85.8970588235294,10,130.15728031953523,153,3.0,88.38000000000001,1,0,0
10029885574534788722,"1 (Tract 1901, Cook, IL)","1901 (Cook, IL)","Cook County, IL",Illinois,"3 (Tract 3.02, Champaign, IL)","3.02 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,home,social,1900-01-01 00:10:23,1900-01-01 02:31:57,141,143.8,unknown_vehicle_type,other_non_bev,,,,multi_family,multi_family,multi_family,multi_family,7643260297643012941,6922353398190677211,22.0,female,hispanic_or_latino_origin,employed,employed_not_working,41241.0,private_auto,1.0,41241.0,one,core,naics451211,multiple_units,not_attending_school,some_college,renter,english,"3 (Tract 3.02, Champaign, IL)","3.02 (Champaign, IL)","Champaign County, IL",Illinois,"2 (Tract 110.02, Champaign, IL)","110.02 (Champaign, IL)","Champaign County, IL",Illinois,22.0,31.965846153846154,0,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 01:52:23.000000000,1,0.0,UIUC1,"3.01 (Champaign, IL)",4.717955112219451,70,92.0,10,136.6838012660656,141,3.0,86.28,1,0,0
3607730439842951804,"1 (Tract 9800, Cook, IL)","9800 (Cook, IL)","Cook County, IL",Illinois,"3 (Tract 53, Champaign, IL)","53 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,home,other_activity_type,1900-01-01 21:22:42,1900-01-01 00:18:59,176,144.2,unknown_vehicle_type,other_non_bev,,,,transportation_utilities,transportation_utilities,mixed_use,multi_family,1018917183233781473,213134296899073266,22.0,female,white_not_hispanic_or_latino,employed,employed_not_working,18115.0,walking,4.0,47378.0,one,core,naics61,multiple_units,undergraduate,some_college,renter,asian_pacific,"3 (Tract 53, Champaign, IL)","53 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 53, Champaign, IL)","53 (Champaign, IL)","Champaign County, IL",Illinois,19.76315789473684,15.655629158708376,21,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 23:02:27.789473682,23,3.857142857142857,UIUC1,"3.01 (Champaign, IL)",8.29788944723618,70,93.6203007518797,10,123.95351860594457,176,3.0,86.52,1,0,0
4116807566815118327,"1 (Tract 9800, Cook, IL)","9800 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 53, Champaign, IL)","53 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,social,region_arrival,1900-01-01 19:34:00,1900-01-01 21:59:55,145,150.4,unknown_vehicle_type,unknown_fuel_type,,,,transportation_utilities,transportation_utilities,single_family,single_family,4107565329936287744,4486915501991449655,72.0,female,white_not_hispanic_or_latino,employed,employed_not_working,38843.0,private_auto,2.0,85027.0,three_plus,core,naics622110,single_family,not_attending_school,some_college,owner,english,"4 (Tract 9618, Ford, IL)","9618 (Ford, IL)","Ford County, IL",Illinois,"1 (Tract 53, Champaign, IL)","53 (Champaign, IL)","Champaign County, IL",Illinois,22.59433962264151,16.844725484428338,19,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 21:16:35.660377356,21,4.529411764705882,UIUC1,"3.01 (Champaign, IL)",8.580242388412652,70,97.1237513873474,10,125.424967872841,145,3.0,90.24,1,0,0
13558024764665135584,"3 (Tract 203.02, Cook, IL)","203.02 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 11, Champaign, IL)","11 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,home,maintenance,1900-01-01 00:32:40,1900-01-01 02:58:00,145,148.9,unknown_vehicle_type,other_non_bev,,,,office,office,mixed_use,multi_family,3776388348170668633,706706786284837145,32.0,female,white_not_hispanic_or_latino,employed,in_person,37722.0,private_auto,2.0,51995.0,one,core,naics522310,multiple_units,not_attending_school,some_college,renter,english,"1 (Tract 11, Champaign, IL)","11 (Champaign, IL)","Champaign County, IL",Illinois,"5 (Tract 12.01, Champaign, IL)","12.01 (Champaign, IL)","Champaign County, IL",Illinois,20.0,29.690769230769234,0,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 02:12:40.000000000,2,4.333333333333333,UIUC1,"3.01 (Champaign, IL)",9.211588785046729,70,94.33333333333333,10,138.90235801581596,145,3.0,89.34,1,0,0
13268450213882120031,"3 (Tract 203.02, Cook, IL)","203.02 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 11, Champaign, IL)","11 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,home,recreation,1900-01-01 00:46:14,1900-01-01 03:12:58,146,146.3,unknown_vehicle_type,other_non_bev,,,,mixed_use,open_space,single_family,single_family,18208910210695892170,3219239726520583572,52.0,male,black_not_hispanic_or_latino,employed,in_person,50603.0,private_auto,3.0,106761.0,three_plus,core,naics2389,single_family,not_attending_school,some_college,owner,english,"1 (Tract 11, Champaign, IL)","11 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 11, Champaign, IL)","11 (Champaign, IL)","Champaign County, IL",Illinois,20.0,29.690769230769234,0,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 02:26:14.000000000,2,4.333333333333333,UIUC1,"3.01 (Champaign, IL)",9.211588785046729,70,94.33333333333333,10,138.90235801581596,146,3.0,87.78,0,1,0
13691657743668468882,"3 (Tract 203.02, Cook, IL)","203.02 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 11, Champaign, IL)","11 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,home,shop,1900-01-01 01:41:02,1900-01-01 04:08:20,147,149.3,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,retail,single_family,single_family,15132765160908674830,15561710551591397270,40.0,male,white_not_hispanic_or_latino,employed,in_person,60385.0,auto_passenger,4.0,108694.0,two,core,naics54,single_family,not_attending_school,bachelors_degree,owner,english,"1 (Tract 11, Champaign, IL)","11 (Champaign, IL)","Champaign County, IL",Illinois,"3 (Tract 11, Champaign, IL)","11 (Champaign, IL)","Champaign County, IL",Illinois,20.0,29.690769230769234,1,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 03:21:02.000000000,3,4.333333333333333,UIUC1,"3.01 (Champaign, IL)",9.211588785046729,70,94.33333333333333,10,138.90235801581596,147,3.0,89.58,0,1,0
2370922083318697730,"1 (Tract 9800, Cook, IL)","9800 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 111, Champaign, IL)","111 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,home,social,1900-01-01 12:29:35,1900-01-01 14:59:17,149,150.5,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,multi_family,multi_family,8352023840903392866,7492438486352799968,32.0,male,hispanic_or_latino_origin,employed,in_person,28491.0,walking,1.0,28491.0,zero,core,naics61,multiple_units,graduate,advanced_degree,renter,indo_european,"1 (Tract 111, Champaign, IL)","111 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 111, Champaign, IL)","111 (Champaign, IL)","Champaign County, IL",Illinois,21.58333333333333,16.4201028429189,12,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 14:11:09.999999998,14,2.891891891891892,UIUC1,"3.01 (Champaign, IL)",7.034594594594595,70,94.47522522522522,10,123.4546974375135,149,3.0,90.3,1,0,0
2716208215584899764,"1 (Tract 1506, Cook, IL)","1506 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 2, Champaign, IL)","2 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,eat,home,1900-01-01 18:50:00,1900-01-01 21:20:52,150,151.2,unknown_vehicle_type,other_non_bev,,,,multi_family,multi_family,retail,retail,9289422504007789882,15924017839270458951,39.0,female,hispanic_or_latino_origin,employed,in_person,75971.0,private_auto,2.0,75971.0,one,core,naics621610,several_units,not_attending_school,some_college,owner,spanish,"1 (Tract 1506, Cook, IL)","1506 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 8324, Cook, IL)","8324 (Cook, IL)","Cook County, IL",Illinois,16.2,25.899555555555555,18,Chicago2_ord,"9800 (Cook, IL)",1900-01-01 20:26:12.000000000,20,2.0,UIUC1,"3.01 (Champaign, IL)",6.225853658536586,70,88.2,10,132.12540921409214,150,3.0,90.71999999999998,0,1,0
